杂高粱,分布区域,南美
杂高粱,分布区域,中美洲
杂高粱,分布区域,印度
杂交鹅观草,分布区域,江苏
杂交鹅观草,分布区域,山坡
杂交苜蓿,分布区域,甘肃
杂多雪灵芝,分布区域,青海
杂多紫堇,分布区域,青海
杂色钟报春,分布区域,西藏
杂色榕,分布区域,越南
杂色榕,分布区域,澳大利亚
杂色榕,分布区域,缅甸
杂色榕,分布区域,印度
杂色榕,分布区域,所罗门群岛
杂毛蓝钟花,分布区域,西藏
杂色豹皮花,分布区域,广东
杂配藜,分布区域,黑龙江
杂性治疝草,分布区域,新疆
杂穗嵩草,分布区域,西藏
杂种车轴草,分布区域,中国
栽培菊苣,分布区域,南京
杂种鱼鳔槐,分布区域,山东
赞比亚凤仙花,分布区域,非洲
栽秧泡,分布区域,广西
早花脆蒴报春,分布区域,云南
早春杜鹃,分布区域,贵州
早花大丁草,分布区域,四川
早花忍冬,分布区域,黑龙江
早花象牙参,分布区域,四川
早花苜蓿,分布区域,中海
早花苜蓿,分布区域,欧洲
早花岩芋,分布区域,云南
早麦草,分布区域,内蒙古
早麦草,分布区域,新疆
早落通泉草,分布区域,安徽
早开堇菜,分布区域,重庆
早熟猪毛菜,分布区域,新疆
早熟虫实,分布区域,河南
早熟禾,分布区域,江苏
早园竹,分布区域,安徽
早田氏冬青,分布区域,台湾
早竹,分布区域,安徽
蚤休,分布区域,江苏
蚤休,分布区域,浙江
蚤休,分布区域,福建
蚤休,分布区域,江西
蚤休,分布区域,安徽
蚤休,分布区域,湖北
蚤休,分布区域,四川
蚤休,分布区域,贵州
蚤休,分布区域,云南
蚤休,分布区域,广东
蚤休,分布区域,广西
蚤缀,分布区域,东北
蚤缀,分布区域,黄河
蚤缀,分布区域,长江流域
蚤缀,分布区域,华南
枣子,分布区域,山东
枣子,分布区域,河北
藻百年,分布区域,贵州
皂荚,分布区域,中国
皂帽花,分布区域,广东
皂帽花属,分布区域,亚洲
皂柳,分布区域,甘肃
燥原荠,分布区域,黑龙江
燥原荠,分布区域,内蒙古
燥原荠,分布区域,河北
燥原荠,分布区域,山西
燥原荠,分布区域,陕西
燥原荠,分布区域,甘肃
燥原荠属,分布区域,地中海
燥原荠属,分布区域,中亚地区
泽地早熟禾,分布区域,安徽
泽蕃椒,分布区域,黑龙江
泽地灯台报春,分布区域,云南
泽库虎耳草,分布区域,青海
泽库棱子芹,分布区域,青海
泽库薹草,分布区域,青海
泽兰羊耳菊,分布区域,西藏
泽漆,分布区域,江苏
泽漆,分布区域,浙江
泽水苋,分布区域,广东
泽山飞蓬,分布区域,新疆
泽芹,分布区域,中国
泽芹,分布区域,东北
泽芹,分布区域,华北
泽芹,分布区域,华东
泽苔草,分布区域,黑龙江
泽芹属,分布区域,北半球
泽芹属,分布区域,南非
泽生薹草,分布区域,新疆
泽泻属,分布区域,北半球
泽泻科,分布区域,北半球
泽珍珠菜,分布区域,安徽
贼小豆,分布区域,北京
札达黄耆,分布区域,西藏
斋桑黄耆,分布区域,新疆
斋桑蝇子草,分布区域,新疆
栅枝垫柳,分布区域,四川
痄腮树,分布区域,广东
窄瓣红花荷,分布区域,广东
窄瓣梅花草,分布区域,四川
窄瓣毛茛,分布区域,四川
窄苞石豆兰,分布区域,云南
窄苞蒲公英,分布区域,新疆
窄萼凤仙花,分布区域,贵州
窄果薏苡,分布区域,云南
窄果脆兰,分布区域,云南
窄翅南芥,分布区域,青海
窄花假龙胆,分布区域,西藏
窄裂委陵菜,分布区域,甘肃
窄膜棘豆,分布区域,北京
窄花凤仙花,分布区域,西藏
窄穗莎草,分布区域,湖南
窄裂缬草,分布区域,四川
窄序雀麦,分布区域,新疆
窄筒小报春,分布区域,西藏
窄叶半枫荷,分布区域,广东
窄叶大黄,分布区域,甘肃
窄叶火筒树,分布区域,海南
窄叶杜鹃,分布区域,云南
窄叶火棘,分布区域,贵州
窄叶蓝盆花,分布区域,兴安
窄叶蓝盆花,分布区域,兴安
窄叶蓝盆花,分布区域,岭东
窄叶蓝盆花,分布区域,岭西
窄叶蓝盆花,分布区域,辽河平原
窄叶蓝盆花,分布区域,高原
窄叶蓝盆花,分布区域,阴山
窄叶蓝盆花,分布区域,东北
窄叶蓝盆花,分布区域,华北
窄叶蓝盆花,分布区域,蒙古
窄叶蓝盆花,分布区域,苏联
窄叶柃,分布区域,湖北
窄叶裸菀,分布区域,浙江
窄叶南蛇藤,分布区域,安徽
窄叶青冈,分布区域,广西
窄叶木半夏,分布区域,四川
窄叶锦香草,分布区域,海南
窄叶乳菀,分布区域,新疆
窄叶雀梅藤,分布区域,云南
窄叶薹草,分布区域,西藏
窄叶石楠,分布区域,广西
窄叶荛花,分布区域,海南
窄叶蚊母树,分布区域,广东
窄叶鲜卑花,分布区域,甘肃
窄叶绣线菊,分布区域,河北
窄叶泽泻,分布区域,安徽
窄叶野豌豆,分布区域,贵州
窄叶锥,分布区域,广西
窄颖早熟禾,分布区域,青海
窄颖赖草,分布区域,甘肃
毡毛稠李,分布区域,河北
毡毛后蕊苣苔,分布区域,广西
毡毛花椒,分布区域,云南
毡毛马兰,分布区域,湖北
毡毛石韦,分布区域,重庆
毡毛鼠李,分布区域,四川
毡毛绣球,分布区域,陕西
粘冠草,分布区域,云南
粘蓼,分布区域,河北
毡毛栒子,分布区域,四川
毡毛紫菀,分布区域,广西
粘毛白酒草,分布区域,广东
粘鹿藿,分布区域,云南
粘毛杜鹃,分布区域,西藏
粘毛黄花稔,分布区域,广东
粘毛假尖蕊,分布区域,云南
粘毛假尖蕊,分布区域,盐丰
粘毛黄芩,分布区域,甘肃
粘毛螺序草,分布区域,广西
粘毛蓼,分布区域,东北
粘毛蓼,分布区域,陕西
粘毛蓼,分布区域,华东
粘毛蓼,分布区域,华中
粘毛蓼,分布区域,华南
粘毛蓼,分布区域,四川
粘毛山芝麻,分布区域,海南
粘毛母草,分布区域,江西
粘毛母草,分布区域,福建
粘毛母草,分布区域,广东
粘毛母草,分布区域,广西
粘毛母草,分布区域,云南
粘毛鼠尾草,分布区域,中国
粘毛鼠尾草,分布区域,甘肃
粘毛鼠尾草,分布区域,青海
粘毛鼠尾草,分布区域,西藏
粘毛鼠尾草,分布区域,云南
粘毛忍冬,分布区域,甘肃
粘毛香青,分布区域,四川
粘芽杜鹃,分布区域,广西
粘唐松草,分布区域,云南
粘叶莸,分布区域,四川
詹加尔特黄耆,分布区域,新疆
展瓣紫晶报春,分布区域,西藏
粘质杜鹃,分布区域,湖南
展苞飞蓬,分布区域,云南
詹糖香,分布区域,陕西
詹糖香,分布区域,江苏
詹糖香,分布区域,安徽
詹糖香,分布区域,浙江
詹糖香,分布区域,江西
詹糖香,分布区域,福建
詹糖香,分布区域,台湾
詹糖香,分布区域,河南
詹糖香,分布区域,湖北
詹糖香,分布区域,湖南
詹糖香,分布区域,广东
詹糖香,分布区域,广西
詹糖香,分布区域,四川
展苞灯心草,分布区域,甘肃
展翅马蓝,分布区域,安徽省
展毛黄芩,分布区域,新疆
展萼雪山报春,分布区域,西藏
展萼金丝桃,分布区域,贵州
展喙乌头,分布区域,西藏
展毛银莲花,分布区域,甘肃
展毛野牡丹,分布区域,福建
展花乌头,分布区域,西藏
展穗碱茅,分布区域,新疆
展毛假糙苏,分布区域,广东
展穗膜稃草,分布区域,安徽
展羽毛蕨,分布区域,云南
展羽假瘤蕨,分布区域,重庆
展叶凤仙花,分布区域,云南
展枝斑鸠菊,分布区域,云南
展枝过路黄,分布区域,湖北
展枝假木贼,分布区域,新疆
展枝沙参,分布区域,黑龙江
展枝胡枝子,分布区域,江西
展枝蓼,分布区域,新疆
展枝玉叶金花,分布区域,云南
展枝唐松草,分布区域,中国
展枝唐松草,分布区域,陕西
展枝唐松草,分布区域,山西
展枝唐松草,分布区域,河北
展枝唐松草,分布区域,内蒙古
展枝唐松草,分布区域,辽宁
展枝唐松草,分布区域,吉林
展枝唐松草,分布区域,黑龙江
獐耳细辛,分布区域,辽宁
獐耳细辛,分布区域,安徽
獐耳细辛,分布区域,浙江
獐耳细辛,分布区域,河南
章柳,分布区域,中国
章柳,分布区域,朝鲜
章柳,分布区域,日本
章柳,分布区域,印度
樟,分布区域,中国
樟,分布区域,西南
樟,分布区域,越南
樟,分布区域,朝鲜
樟,分布区域,日本
獐牙菜,分布区域,东北
獐牙菜,分布区域,华北
獐牙菜,分布区域,河南
獐牙菜,分布区域,山东
樟木,分布区域,中国
樟木,分布区域,台湾
樟木,分布区域,越南
樟木,分布区域,日本
樟木,分布区域,东亚
樟木,分布区域,澳洲
樟木,分布区域,南太平洋
樟科,分布区域,东南亚
樟科,分布区域,巴西
樟木秋海棠,分布区域,西藏
樟味藜,分布区域,新疆
樟叶巴戟,分布区域,广西
樟叶胡颓子,分布区域,广西
樟叶猴欢喜,分布区域,广西
樟叶槿,分布区域,海南
樟叶泡花树,分布区域,贵州
樟叶梾木,分布区域,云南
樟叶苹婆,分布区域,云南
樟叶素馨,分布区域,海南
樟叶西番莲,分布区域,广东
樟叶野桐,分布区域,云南
樟叶越桔,分布区域,贵州
樟属,分布区域,亚洲
樟属,分布区域,澳大利亚
樟属,分布区域,太平洋
掌苞紫堇,分布区域,四川
掌唇兰,分布区域,云南
掌竿竹,分布区域,中国
掌竿竹,分布区域,广西
掌裂合耳菊,分布区域,贵州
樟脑树,分布区域,中国
樟脑树,分布区域,云南
樟脑树,分布区域,四川
樟脑树,分布区域,贵州
樟脑树,分布区域,西藏
掌裂毛茛,分布区域,内蒙古
樟叶树,分布区域,中国
樟叶树,分布区域,云南
樟叶树,分布区域,四川
樟叶树,分布区域,贵州
樟叶树,分布区域,西藏
掌裂铁角蕨,分布区域,甘肃
掌裂草葡萄,分布区域,宁夏
掌裂蟹甲草,分布区域,云南
掌叶半夏,分布区域,河北
掌叶半夏,分布区域,长江流域
掌叶半夏,分布区域,西南
掌脉蝇子草,分布区域,贵州
掌叶报春,分布区域,四川
掌裂叶秋海棠,分布区域,中国
掌裂叶秋海棠,分布区域,湖北
掌裂叶秋海棠,分布区域,湖南
掌裂叶秋海棠,分布区域,贵州
掌裂叶秋海棠,分布区域,四川
掌叶点地梅,分布区域,西藏
掌叶蜂斗菜,分布区域,黑龙江
掌叶海金沙,分布区域,海南
掌叶花烛,分布区域,云南
掌叶花烛,分布区域,广东
掌叶假瘤蕨,分布区域,广东
掌叶堇菜,分布区域,吉林
掌叶梁王茶,分布区域,贵州
掌叶梁王茶,分布区域,云南
掌叶梁王茶,分布区域,昆明
掌叶梁王茶,分布区域,嵩明
掌叶梁王茶,分布区域,维西
掌叶梁王茶,分布区域,丽江
掌叶木,分布区域,中国
掌叶木,分布区域,贵州
掌叶木,分布区域,广西
掌叶木属,分布区域,中国
掌叶木属,分布区域,贵州
掌叶木属,分布区域,广西
掌叶青兰,分布区域,新疆
掌叶石蚕,分布区域,甘肃
掌叶树属,分布区域,亚洲
掌叶铁线蕨,分布区域,北京
掌叶线蕨,分布区域,重庆
掌叶鱼藤,分布区域,云南
掌叶紫堇,分布区域,云南
掌状叉蕨,分布区域,广西
杖藜,分布区域,甘肃
胀萼黄耆,分布区域,甘肃
胀管玉叶金花,分布区域,广东
胀萼蓝钟花,分布区域,四川
胀果棘豆,分布区域,甘肃
胀果甘草,分布区域,甘肃
胀果美登木,分布区域,云南
胀果芹,分布区域,河北
胀果树参,分布区域,广西
胀荚红豆,分布区域,海南
